ID_Pelanggan,Nama_Pelanggan,Alamat,Kota,Provinsi,Daya_Listrik,Meter_Awal,Meter_Akhir,Pemakaian_kWh,Tarif_per_kWh,Total_Tagihan,Bulan,Tahun,Status_Pembayaran,Tanggal_Tagihan,Tanggal_Pembayaran,Tanggal_Jatuh_Tempo,Denda,Total_Bayar,Metode_Pembayaran,Tarif_Key
PLN107846,Siti Setiawan,Jl. Raya Serang No.360,Serang,Banten,900 VA (subsidi),130537,130744,207,605.0,125235,July,2024,Lunas,2024-07-02,2024-07-06 00:00:00,2024-07-22,0,125235,Indomaret,900_subsidi
PLN107847,Dewi Putri,Jl. Raya Balikpapan No.812,Balikpapan,Kalimantan Timur,900 VA (non-subsidi),213765,213831,66,1352.0,89232,March,2025,Lunas,2025-03-26,2025-05-06 00:00:00,2025-04-15,5000,94232,Alfamart,900_nonsubsidi
PLN107848,Yuli Putri,Jl. Raya Sibolga No.295,Sibolga,Sumatera Utara,2200 VA,195282,195592,310,1444.7,447857,September,2024,Belum Bayar,2024-09-09,BELUM BAYAR,2024-09-29,8957,456814,BELUM BAYAR,2200
PLN107849,Rina Kurniawan,Jl. Raya Gianyar No.377,Gianyar,Bali,1300 VA,49748,49950,202,1444.7,291829,October,2025,Belum Bayar,2025-10-05,BELUM BAYAR,2025-10-25,40856,332685,BELUM BAYAR,1300
PLN107850,Budi Wahyuni,Jl. Raya Pekanbaru No.314,Pekanbaru,Riau,900 VA (non-subsidi),318925,319025,100,1352.0,135200,September,2023,Lunas,2023-09-23,2023-09-28 00:00:00,2023-10-13,0,135200,Mobile Banking,900_nonsubsidi
PLN107851,Budi Saputra,Jl. Raya Badung No.662,Badung,Bali,6600 VA+,214096,216797,2701,1699.53,4590431,March,2024,Lunas,2024-03-24,2024-04-01 00:00:00,2024-04-13,0,4590431,Alfamart,6600_plus
PLN107852,Fitri Agustina,Jl. Raya Badung No.593,Badung,Bali,450 VA,468438,468488,50,415.0,20750,December,2025,Lunas,2025-12-17,2026-03-02 00:00:00,2026-01-06,5000,25750,Alfamart,450_subsidi
PLN107853,Fajar Kurniawan,Jl. Raya Jakarta Barat No.861,Jakarta Barat,DKI Jakarta,1300 VA,255148,255502,354,1444.7,511424,April,2025,Lunas,2025-04-19,2025-05-01 00:00:00,2025-05-09,0,511424,Kartu Kredit,1300
PLN107854,Dewi Gunawan,Jl. Raya Parepare No.571,Parepare,Sulawesi Selatan,450 VA,114255,114331,76,415.0,31540,April,2024,Lunas,2024-04-23,2024-08-09 00:00:00,2024-05-13,5000,36540,Transfer Bank,450_subsidi
PLN107855,Rizky Setiawan,Jl. Raya Tasikmalaya No.804,Tasikmalaya,Jawa Barat,900 VA (subsidi),294486,294545,59,605.0,35695,August,2025,Belum Bayar,2025-08-27,BELUM BAYAR,2025-09-16,0,35695,BELUM BAYAR,900_subsidi
PLN107856,Ika Gunawan,Jl. Raya Jakarta Pusat No.819,Jakarta Pusat,DKI Jakarta,1300 VA,240520,240691,171,1444.7,247044,March,2025,Lunas,2025-03-04,2025-03-04 00:00:00,2025-03-24,0,247044,Mobile Banking,1300
PLN107857,Fitri Ramadhan,Jl. Raya Bandar Lampung No.633,Bandar Lampung,Lampung,900 VA (subsidi),27057,27104,47,605.0,28435,March,2023,Lunas,2023-03-06,2023-03-14 00:00:00,2023-03-26,0,28435,ATM Transfer,900_subsidi
PLN107858,Siti Aminah,Jl. Raya Bandar Lampung No.139,Bandar Lampung,Lampung,900 VA (subsidi),494524,494590,66,605.0,39930,August,2024,Lunas,2024-08-28,2024-09-21 00:00:00,2024-09-17,5000,44930,Alfamart,900_subsidi
PLN107859,Siti Pratama,Jl. Raya Balikpapan No.311,Balikpapan,Kalimantan Timur,1300 VA,427537,427587,50,1444.7,72235,August,2024,Lunas,2024-08-05,2024-08-17 00:00:00,2024-08-25,0,72235,Alfamart,1300
PLN107860,Dian Kusuma,Jl. Raya Yogyakarta No.327,Yogyakarta,Yogyakarta,1300 VA,75364,75745,381,1444.7,550431,April,2023,Belum Bayar,2023-04-18,BELUM BAYAR,2023-05-08,11008,561439,BELUM BAYAR,1300
PLN107861,Budi Setiawan,Jl. Raya Balikpapan No.699,Balikpapan,Kalimantan Timur,1300 VA,304150,304758,608,1444.7,878378,February,2025,Belum Bayar,2025-02-07,BELUM BAYAR,2025-02-27,87837,966215,BELUM BAYAR,1300
PLN107862,Ayu Setiawan,Jl. Raya Solo No.149,Solo,Jawa Tengah,900 VA (non-subsidi),489622,489750,128,1352.0,173056,November,2025,Belum Bayar,2025-11-04,BELUM BAYAR,2025-11-24,20766,193822,BELUM BAYAR,900_nonsubsidi
PLN107863,Yuli Agustina,Jl. Raya Yogyakarta No.843,Yogyakarta,Yogyakarta,1300 VA,3069,3156,87,1444.7,125689,June,2023,Lunas,2023-06-19,2023-08-14 00:00:00,2023-07-09,5000,130689,Indomaret,1300
PLN107864,Yuli Ramadhan,Jl. Raya Pekanbaru No.364,Pekanbaru,Riau,900 VA (subsidi),148897,148978,81,605.0,49005,December,2024,Lunas,2024-12-17,2024-12-21 00:00:00,2025-01-06,0,49005,ATM Transfer,900_subsidi
PLN107865,Rizky Lestari,Jl. Raya Pekanbaru No.910,Pekanbaru,Riau,900 VA (subsidi),342189,342281,92,605.0,55660,April,2023,Lunas,2023-04-25,2023-05-09 00:00:00,2023-05-15,0,55660,Mobile Banking,900_subsidi
PLN107866,Ayu Kurniawan,Jl. Raya Tangerang No.660,Tangerang,Banten,900 VA (subsidi),270624,270682,58,605.0,35090,July,2023,Lunas,2023-07-14,2023-07-26 00:00:00,2023-08-03,0,35090,ATM Transfer,900_subsidi
PLN107867,Tono Pratama,Jl. Raya Pekanbaru No.178,Pekanbaru,Riau,1300 VA,197073,197502,429,1444.7,619776,June,2023,Lunas,2023-06-11,2023-06-15 00:00:00,2023-07-01,0,619776,Alfamart,1300
PLN107868,Hendra Setiawan,Jl. Raya Balikpapan No.660,Balikpapan,Kalimantan Timur,1300 VA,102212,102633,421,1444.7,608219,March,2023,Belum Bayar,2023-03-06,BELUM BAYAR,2023-03-26,145972,754191,BELUM BAYAR,1300
PLN107869,Hendra Saputra,Jl. Raya Jakarta Pusat No.544,Jakarta Pusat,DKI Jakarta,2200 VA,371350,371476,126,1444.7,182032,April,2023,Belum Bayar,2023-04-18,BELUM BAYAR,2023-05-08,32765,214797,BELUM BAYAR,2200
PLN107870,Tono Santoso,Jl. Raya Samarinda No.504,Samarinda,Kalimantan Timur,900 VA (subsidi),474179,474342,163,605.0,98615,April,2023,Belum Bayar,2023-04-11,BELUM BAYAR,2023-05-01,19723,118338,BELUM BAYAR,900_subsidi
PLN107871,Andi Ramadhan,Jl. Raya Samarinda No.657,Samarinda,Kalimantan Timur,450 VA,434715,434820,105,415.0,43575,January,2025,Lunas,2025-01-08,2025-01-20 00:00:00,2025-01-28,0,43575,Alfamart,450_subsidi
PLN107872,Fajar Putri,Jl. Raya Bandar Lampung No.128,Bandar Lampung,Lampung,900 VA (subsidi),24955,25189,234,605.0,141570,July,2024,Lunas,2024-07-21,2024-10-19 00:00:00,2024-08-10,5662,147232,Kartu Kredit,900_subsidi
PLN107873,Hendra Kurniawan,Jl. Raya Bandar Lampung No.669,Bandar Lampung,Lampung,900 VA (subsidi),278718,279009,291,605.0,176055,February,2025,Lunas,2025-02-14,2025-02-14 00:00:00,2025-03-06,0,176055,ATM Transfer,900_subsidi
PLN107874,Sari Aminah,Jl. Raya Makassar No.335,Makassar,Sulawesi Selatan,900 VA (non-subsidi),38839,38904,65,1352.0,87880,September,2023,Belum Bayar,2023-09-08,BELUM BAYAR,2023-09-28,10545,98425,BELUM BAYAR,900_nonsubsidi
PLN107875,Wahyu Wijaya,Jl. Raya Yogyakarta No.632,Yogyakarta,Yogyakarta,2200 VA,160769,161492,723,1444.7,1044518,April,2024,Lunas,2024-04-25,2024-05-17 00:00:00,2024-05-15,20890,1065408,Kartu Kredit,2200
PLN107876,Fajar Lestari,Jl. Raya Samarinda No.25,Samarinda,Kalimantan Timur,900 VA (non-subsidi),285422,285520,98,1352.0,132496,March,2025,Belum Bayar,2025-03-08,BELUM BAYAR,2025-03-28,5299,137795,BELUM BAYAR,900_nonsubsidi
PLN107877,Rina Santoso,Jl. Raya Gianyar No.785,Gianyar,Bali,2200 VA,202958,203169,211,1444.7,304832,October,2023,Lunas,2023-10-28,2023-11-05 00:00:00,2023-11-17,0,304832,Alfamart,2200
PLN107878,Fitri Agustina,Jl. Raya Bandar Lampung No.408,Bandar Lampung,Lampung,900 VA (subsidi),338231,338370,139,605.0,84095,May,2023,Lunas,2023-05-28,2023-06-03 00:00:00,2023-06-17,0,84095,E-Wallet,900_subsidi
PLN107879,Ayu Aminah,Jl. Raya Lombok Timur No.462,Lombok Timur,NTB,900 VA (subsidi),249273,249358,85,605.0,51425,January,2023,Lunas,2023-01-20,2023-03-28 00:00:00,2023-02-09,5000,56425,Mobile Banking,900_subsidi
PLN107880,Wahyu Saputra,Jl. Raya Solo No.922,Solo,Jawa Tengah,1300 VA,194997,195356,359,1444.7,518647,June,2023,Lunas,2023-06-10,2023-06-20 00:00:00,2023-06-30,0,518647,Mobile Banking,1300
PLN107881,Agus Putri,Jl. Raya Yogyakarta No.418,Yogyakarta,Yogyakarta,1300 VA,7620,7721,101,1444.7,145915,October,2023,Lunas,2023-10-09,2023-10-19 00:00:00,2023-10-29,0,145915,Alfamart,1300
PLN107882,Fajar Setiawan,Jl. Raya Pekanbaru No.431,Pekanbaru,Riau,1300 VA,462673,462937,264,1444.7,381401,July,2024,Lunas,2024-07-17,2024-09-21 00:00:00,2024-08-06,7628,389029,Kartu Kredit,1300
PLN107883,Dewi Gunawan,Jl. Raya Bandar Lampung No.309,Bandar Lampung,Lampung,1300 VA,416649,417141,492,1444.7,710792,July,2024,Belum Bayar,2024-07-21,BELUM BAYAR,2024-08-10,28431,739223,BELUM BAYAR,1300
PLN107884,Fitri Setiawan,Jl. Raya Pekanbaru No.321,Pekanbaru,Riau,1300 VA,173189,173480,291,1444.7,420408,October,2024,Lunas,2024-10-21,2024-12-16 00:00:00,2024-11-10,8408,428816,Kartu Kredit,1300
PLN107885,Siti Setiawan,Jl. Raya Parepare No.771,Parepare,Sulawesi Selatan,2200 VA,356827,357148,321,1444.7,463749,January,2023,Lunas,2023-01-25,2023-02-03 00:00:00,2023-02-14,0,463749,Indomaret,2200
PLN107886,Sari Wahyuni,Jl. Raya Mataram No.36,Mataram,NTB,2200 VA,396193,396564,371,1444.7,535984,July,2023,Lunas,2023-07-03,2023-07-07 00:00:00,2023-07-23,0,535984,E-Wallet,2200
PLN107887,Rizky Wijaya,Jl. Raya Pekanbaru No.754,Pekanbaru,Riau,900 VA (non-subsidi),61570,61760,190,1352.0,256880,February,2025,Belum Bayar,2025-02-09,BELUM BAYAR,2025-03-01,61651,318531,BELUM BAYAR,900_nonsubsidi
PLN107888,Ika Kusuma,Jl. Raya Sidoarjo No.596,Sidoarjo,Jawa Timur,6600 VA+,388509,389015,506,1699.53,859962,June,2025,Lunas,2025-06-01,2025-06-02 00:00:00,2025-06-21,0,859962,ATM Transfer,6600_plus
PLN107889,Yuli Wijaya,Jl. Raya Jakarta Selatan No.874,Jakarta Selatan,DKI Jakarta,3500 VA,34984,35859,875,1699.53,1487089,October,2024,Lunas,2024-10-14,2024-11-01 00:00:00,2024-11-03,0,1487089,Alfamart,3500_5500
PLN107890,Rina Ramadhan,Jl. Raya Denpasar No.372,Denpasar,Bali,3500 VA,32371,32990,619,1699.53,1052009,August,2025,Lunas,2025-08-22,2025-09-02 00:00:00,2025-09-11,0,1052009,Alfamart,3500_5500
PLN107891,Ika Kurniawan,Jl. Raya Bandar Lampung No.466,Bandar Lampung,Lampung,900 VA (subsidi),479361,479490,129,605.0,78045,December,2024,Lunas,2024-12-04,2025-01-10 00:00:00,2024-12-24,5000,83045,Transfer Bank,900_subsidi
PLN107892,Fajar Setiawan,Jl. Raya Lombok Timur No.717,Lombok Timur,NTB,3500 VA,298487,299504,1017,1699.53,1728422,January,2023,Lunas,2023-01-19,2023-01-28 00:00:00,2023-02-08,0,1728422,Mobile Banking,3500_5500
PLN107893,Budi Hidayat,Jl. Raya Lombok Timur No.456,Lombok Timur,NTB,900 VA (subsidi),136416,136464,48,605.0,29040,February,2024,Lunas,2024-02-09,2024-02-16 00:00:00,2024-02-29,0,29040,Indomaret,900_subsidi
PLN107894,Sari Kurniawan,Jl. Raya Yogyakarta No.840,Yogyakarta,Yogyakarta,450 VA,65680,65709,29,415.0,12035,April,2025,Belum Bayar,2025-04-01,BELUM BAYAR,2025-04-21,1925,13960,BELUM BAYAR,450_subsidi
PLN107895,Rizky Wijaya,Jl. Raya Balikpapan No.503,Balikpapan,Kalimantan Timur,900 VA (non-subsidi),435637,435647,10,1352.0,13520,November,2023,Lunas,2023-11-22,2023-12-04 00:00:00,2023-12-12,0,13520,Mobile Banking,900_nonsubsidi
PLN107896,Ayu Kurniawan,Jl. Raya Sibolga No.471,Sibolga,Sumatera Utara,1300 VA,83914,84131,217,1444.7,313500,December,2024,Lunas,2024-12-11,2024-12-12 00:00:00,2024-12-31,0,313500,E-Wallet,1300
PLN107897,Hendra Wijaya,Jl. Raya Bandar Lampung No.434,Bandar Lampung,Lampung,1300 VA,470166,470665,499,1444.7,720905,April,2025,Lunas,2025-04-16,2025-04-23 00:00:00,2025-05-06,0,720905,Alfamart,1300
PLN107898,Tono Saputra,Jl. Raya Banda Aceh No.7,Banda Aceh,Aceh,1300 VA,406678,406959,281,1444.7,405961,July,2024,Lunas,2024-07-02,2024-07-17 00:00:00,2024-07-22,0,405961,Transfer Bank,1300
PLN107899,Rina Agustina,Jl. Raya Medan No.13,Medan,Sumatera Utara,900 VA (subsidi),197862,197901,39,605.0,23595,December,2025,Lunas,2025-12-03,2025-12-07 00:00:00,2025-12-23,0,23595,Indomaret,900_subsidi
PLN107900,Andi Lestari,Jl. Raya Jakarta Barat No.200,Jakarta Barat,DKI Jakarta,900 VA (subsidi),442820,442910,90,605.0,54450,May,2025,Lunas,2025-05-10,2025-07-23 00:00:00,2025-05-30,5000,59450,Alfamart,900_subsidi
PLN107901,Rizky Kurniawan,Jl. Raya Makassar No.493,Makassar,Sulawesi Selatan,3500 VA,23286,23539,253,1699.53,429981,May,2024,Lunas,2024-05-16,2024-07-12 00:00:00,2024-06-05,8599,438580,Indomaret,3500_5500
PLN107902,Rudi Hidayat,Jl. Raya Lombok Timur No.599,Lombok Timur,NTB,1300 VA,413589,413720,131,1444.7,189256,April,2025,Lunas,2025-04-17,2025-06-20 00:00:00,2025-05-07,5000,194256,E-Wallet,1300
PLN107903,Ayu Santoso,Jl. Raya Medan No.523,Medan,Sumatera Utara,900 VA (subsidi),274819,274962,143,605.0,86515,January,2025,Lunas,2025-01-01,2025-01-06 00:00:00,2025-01-21,0,86515,Mobile Banking,900_subsidi
PLN107904,Agus Wahyuni,Jl. Raya Tasikmalaya No.142,Tasikmalaya,Jawa Barat,3500 VA,252240,252587,347,1699.53,589737,July,2025,Lunas,2025-07-23,2025-08-30 00:00:00,2025-08-12,11794,601531,Alfamart,3500_5500
PLN107905,Rina Putri,Jl. Raya Banda Aceh No.552,Banda Aceh,Aceh,2200 VA,55266,55732,466,1444.7,673230,April,2024,Lunas,2024-04-25,2024-05-13 00:00:00,2024-05-15,0,673230,Indomaret,2200
PLN107906,Ika Wahyuni,Jl. Raya Yogyakarta No.141,Yogyakarta,Yogyakarta,900 VA (subsidi),184487,184602,115,605.0,69575,April,2025,Lunas,2025-04-21,2025-06-06 00:00:00,2025-05-11,5000,74575,ATM Transfer,900_subsidi
PLN107907,Sari Agustina,Jl. Raya Pekanbaru No.598,Pekanbaru,Riau,900 VA (non-subsidi),205151,205276,125,1352.0,169000,July,2024,Lunas,2024-07-27,2024-08-11 00:00:00,2024-08-16,0,169000,Transfer Bank,900_nonsubsidi
PLN107908,Yuli Putri,Jl. Raya Balikpapan No.312,Balikpapan,Kalimantan Timur,6600 VA+,346181,347513,1332,1699.53,2263774,March,2024,Belum Bayar,2024-03-22,BELUM BAYAR,2024-04-11,452754,2716528,BELUM BAYAR,6600_plus
PLN107909,Eka Aminah,Jl. Raya Yogyakarta No.119,Yogyakarta,Yogyakarta,1300 VA,140253,140668,415,1444.7,599550,August,2025,Lunas,2025-08-06,2025-08-24 00:00:00,2025-08-26,0,599550,ATM Transfer,1300
PLN107910,Tono Agustina,Jl. Raya Jakarta Timur No.860,Jakarta Timur,DKI Jakarta,900 VA (subsidi),406089,406255,166,605.0,100430,March,2024,Lunas,2024-03-23,2024-03-29 00:00:00,2024-04-12,0,100430,ATM Transfer,900_subsidi
PLN107911,Ayu Setiawan,Jl. Raya Pekanbaru No.507,Pekanbaru,Riau,900 VA (subsidi),99209,99349,140,605.0,84700,June,2023,Lunas,2023-06-11,2023-07-30 00:00:00,2023-07-01,5000,89700,Kartu Kredit,900_subsidi
PLN107912,Budi Pratama,Jl. Raya Jakarta Selatan No.390,Jakarta Selatan,DKI Jakarta,450 VA,306575,306651,76,415.0,31540,January,2025,Lunas,2025-01-06,2025-01-16 00:00:00,2025-01-26,0,31540,E-Wallet,450_subsidi
PLN107913,Siti Aminah,Jl. Raya Tangerang No.489,Tangerang,Banten,900 VA (non-subsidi),123787,123894,107,1352.0,144664,November,2023,Lunas,2023-11-13,2023-11-23 00:00:00,2023-12-03,0,144664,Indomaret,900_nonsubsidi
PLN107914,Budi Aminah,Jl. Raya Tangerang No.421,Tangerang,Banten,900 VA (subsidi),119558,119710,152,605.0,91960,May,2024,Belum Bayar,2024-05-20,BELUM BAYAR,2024-06-09,18392,110352,BELUM BAYAR,900_subsidi
PLN107915,Wahyu Ramadhan,Jl. Raya Banda Aceh No.474,Banda Aceh,Aceh,900 VA (subsidi),216544,216643,99,605.0,59895,April,2025,Lunas,2025-04-25,2025-05-04 00:00:00,2025-05-15,0,59895,Alfamart,900_subsidi
PLN107916,Fajar Wijaya,Jl. Raya Badung No.417,Badung,Bali,900 VA (subsidi),251713,251833,120,605.0,72600,February,2025,Lunas,2025-02-04,2025-02-07 00:00:00,2025-02-24,0,72600,ATM Transfer,900_subsidi
PLN107917,Rina Aminah,Jl. Raya Bogor No.399,Bogor,Jawa Barat,900 VA (subsidi),295862,295965,103,605.0,62315,January,2023,Belum Bayar,2023-01-14,BELUM BAYAR,2023-02-03,7477,69792,BELUM BAYAR,900_subsidi
PLN107918,Dian Kusuma,Jl. Raya Bandung No.186,Bandung,Jawa Barat,900 VA (subsidi),305489,305581,92,605.0,55660,September,2023,Lunas,2023-09-28,2023-10-06 00:00:00,2023-10-18,0,55660,Indomaret,900_subsidi
PLN107919,Hendra Lestari,Jl. Raya Parepare No.105,Parepare,Sulawesi Selatan,2200 VA,382047,382243,196,1444.7,283161,June,2023,Lunas,2023-06-05,2023-06-18 00:00:00,2023-06-25,0,283161,Kartu Kredit,2200
PLN107920,Sari Aminah,Jl. Raya Lombok Timur No.210,Lombok Timur,NTB,900 VA (subsidi),305597,305745,148,605.0,89540,January,2024,Lunas,2024-01-02,2024-01-13 00:00:00,2024-01-22,0,89540,Alfamart,900_subsidi
PLN107921,Dewi Wijaya,Jl. Raya Makassar No.7,Makassar,Sulawesi Selatan,1300 VA,117216,117712,496,1444.7,716571,June,2024,Lunas,2024-06-13,2024-06-30 00:00:00,2024-07-03,0,716571,Indomaret,1300
PLN107922,Ika Hidayat,Jl. Raya Gianyar No.680,Gianyar,Bali,900 VA (non-subsidi),356395,356585,190,1352.0,256880,June,2023,Belum Bayar,2023-06-14,BELUM BAYAR,2023-07-04,46238,303118,BELUM BAYAR,900_nonsubsidi
PLN107923,Ika Kusuma,Jl. Raya Bandung No.710,Bandung,Jawa Barat,1300 VA,90741,90852,111,1444.7,160362,September,2023,Belum Bayar,2023-09-03,BELUM BAYAR,2023-09-23,9621,169983,BELUM BAYAR,1300
PLN107924,Budi Saputra,Jl. Raya Yogyakarta No.223,Yogyakarta,Yogyakarta,2200 VA,105476,105969,493,1444.7,712237,April,2025,Lunas,2025-04-27,2025-05-10 00:00:00,2025-05-17,0,712237,Indomaret,2200
PLN107925,Eka Setiawan,Jl. Raya Lombok Timur No.791,Lombok Timur,NTB,900 VA (subsidi),488966,489066,100,605.0,60500,March,2023,Belum Bayar,2023-03-19,BELUM BAYAR,2023-04-08,10890,71390,BELUM BAYAR,900_subsidi
PLN107926,Dewi Wijaya,Jl. Raya Samarinda No.8,Samarinda,Kalimantan Timur,3500 VA,221181,222061,880,1699.53,1495586,August,2024,Belum Bayar,2024-08-10,BELUM BAYAR,2024-08-30,179470,1675056,BELUM BAYAR,3500_5500
PLN107927,Tono Santoso,Jl. Raya Tasikmalaya No.793,Tasikmalaya,Jawa Barat,900 VA (subsidi),372654,372719,65,605.0,39325,December,2025,Belum Bayar,2025-12-17,BELUM BAYAR,2026-01-06,4719,44044,BELUM BAYAR,900_subsidi
PLN107928,Fajar Putri,Jl. Raya Mataram No.416,Mataram,NTB,6600 VA+,445116,446701,1585,1699.53,2693755,November,2024,Belum Bayar,2024-11-17,BELUM BAYAR,2024-12-07,269375,2963130,BELUM BAYAR,6600_plus
PLN107929,Ika Aminah,Jl. Raya Pekanbaru No.116,Pekanbaru,Riau,900 VA (non-subsidi),182532,182670,138,1352.0,186576,January,2025,Lunas,2025-01-01,2025-02-19 00:00:00,2025-01-21,5000,191576,Kartu Kredit,900_nonsubsidi
PLN107930,Wahyu Wahyuni,Jl. Raya Parepare No.13,Parepare,Sulawesi Selatan,900 VA (subsidi),265182,265212,30,605.0,18150,October,2025,Lunas,2025-10-07,2025-10-25 00:00:00,2025-10-27,0,18150,Kartu Kredit,900_subsidi
PLN107931,Siti Santoso,Jl. Raya Mataram No.956,Mataram,NTB,900 VA (non-subsidi),86380,86536,156,1352.0,210912,May,2024,Lunas,2024-05-06,2024-05-15 00:00:00,2024-05-26,0,210912,Mobile Banking,900_nonsubsidi
PLN107932,Rudi Pratama,Jl. Raya Yogyakarta No.483,Yogyakarta,Yogyakarta,900 VA (subsidi),151806,152006,200,605.0,121000,September,2025,Belum Bayar,2025-09-15,BELUM BAYAR,2025-10-05,14520,135520,BELUM BAYAR,900_subsidi
PLN107933,Agus Putri,Jl. Raya Bandar Lampung No.127,Bandar Lampung,Lampung,900 VA (subsidi),152921,153030,109,605.0,65945,June,2025,Lunas,2025-06-21,2025-07-30 00:00:00,2025-07-11,5000,70945,Kartu Kredit,900_subsidi
PLN107934,Eka Gunawan,Jl. Raya Samarinda No.596,Samarinda,Kalimantan Timur,1300 VA,424786,425290,504,1444.7,728129,November,2023,Lunas,2023-11-18,2024-01-30 00:00:00,2023-12-08,14562,742691,Indomaret,1300
PLN107935,Rina Setiawan,Jl. Raya Bandar Lampung No.138,Bandar Lampung,Lampung,900 VA (non-subsidi),419183,419291,108,1352.0,146016,January,2025,Lunas,2025-01-10,2025-04-02 00:00:00,2025-01-30,5840,151856,ATM Transfer,900_nonsubsidi
PLN107936,Rudi Agustina,Jl. Raya Yogyakarta No.914,Yogyakarta,Yogyakarta,900 VA (subsidi),244552,244722,170,605.0,102850,September,2025,Lunas,2025-09-20,2025-12-27 00:00:00,2025-10-10,5000,107850,E-Wallet,900_subsidi
PLN107937,Rizky Gunawan,Jl. Raya Bandar Lampung No.530,Bandar Lampung,Lampung,1300 VA,211314,211364,50,1444.7,72235,September,2025,Lunas,2025-09-02,2025-09-06 00:00:00,2025-09-22,0,72235,ATM Transfer,1300
PLN107938,Rizky Saputra,Jl. Raya Banda Aceh No.33,Banda Aceh,Aceh,900 VA (subsidi),447738,448003,265,605.0,160325,April,2025,Lunas,2025-04-18,2025-04-24 00:00:00,2025-05-08,0,160325,Transfer Bank,900_subsidi
PLN107939,Wahyu Lestari,Jl. Raya Pekanbaru No.54,Pekanbaru,Riau,1300 VA,182924,183448,524,1444.7,757023,February,2024,Belum Bayar,2024-02-13,BELUM BAYAR,2024-03-04,105983,863006,BELUM BAYAR,1300
PLN107940,Rina Pratama,Jl. Raya Balikpapan No.424,Balikpapan,Kalimantan Timur,1300 VA,38368,38625,257,1444.7,371288,August,2025,Belum Bayar,2025-08-13,BELUM BAYAR,2025-09-02,14851,386139,BELUM BAYAR,1300
PLN107941,Rizky Kurniawan,Jl. Raya Parepare No.113,Parepare,Sulawesi Selatan,900 VA (non-subsidi),341639,341649,10,1352.0,13520,December,2024,Lunas,2024-12-08,2024-12-13 00:00:00,2024-12-28,0,13520,Alfamart,900_nonsubsidi
PLN107942,Dian Wahyuni,Jl. Raya Madiun No.524,Madiun,Jawa Timur,1300 VA,485788,486131,343,1444.7,495532,September,2024,Belum Bayar,2024-09-27,BELUM BAYAR,2024-10-17,89195,584727,BELUM BAYAR,1300
PLN107943,Rina Pratama,Jl. Raya Banda Aceh No.804,Banda Aceh,Aceh,2200 VA,127759,127842,83,1444.7,119910,March,2025,Belum Bayar,2025-03-27,BELUM BAYAR,2025-04-16,7194,127104,BELUM BAYAR,2200
PLN107944,Rizky Kusuma,Jl. Raya Medan No.360,Medan,Sumatera Utara,1300 VA,493003,493369,366,1444.7,528760,April,2025,Lunas,2025-04-05,2025-04-18 00:00:00,2025-04-25,0,528760,ATM Transfer,1300
PLN107945,Dewi Agustina,Jl. Raya Tegal No.332,Tegal,Jawa Tengah,900 VA (non-subsidi),268000,268144,144,1352.0,194688,October,2025,Lunas,2025-10-19,2025-10-21 00:00:00,2025-11-08,0,194688,Indomaret,900_nonsubsidi
PLN107946,Hendra Wahyuni,Jl. Raya Bandar Lampung No.970,Bandar Lampung,Lampung,3500 VA,262503,262920,417,1699.53,708704,April,2025,Lunas,2025-04-21,2025-05-04 00:00:00,2025-05-11,0,708704,Kartu Kredit,3500_5500
PLN107947,Agus Gunawan,Jl. Raya Kediri No.911,Kediri,Jawa Timur,2200 VA,418512,418980,468,1444.7,676120,September,2023,Lunas,2023-09-11,2023-09-25 00:00:00,2023-10-01,0,676120,Kartu Kredit,2200
PLN107948,Hendra Setiawan,Jl. Raya Bandar Lampung No.793,Bandar Lampung,Lampung,450 VA,236005,236089,84,415.0,34860,February,2023,Lunas,2023-02-06,2023-03-11 00:00:00,2023-02-26,5000,39860,Mobile Banking,450_subsidi
PLN107949,Tono Wijaya,Jl. Raya Serang No.73,Serang,Banten,6600 VA+,293021,295106,2085,1699.53,3543520,September,2024,Lunas,2024-09-11,2024-09-15 00:00:00,2024-10-01,0,3543520,ATM Transfer,6600_plus
PLN107950,Dewi Pratama,Jl. Raya Semarang No.186,Semarang,Jawa Tengah,2200 VA,316294,316595,301,1444.7,434855,June,2023,Lunas,2023-06-04,2023-08-15 00:00:00,2023-06-24,8697,443552,ATM Transfer,2200
PLN107951,Agus Gunawan,Jl. Raya Bandar Lampung No.469,Bandar Lampung,Lampung,2200 VA,442737,442824,87,1444.7,125689,July,2024,Lunas,2024-07-09,2024-09-04 00:00:00,2024-07-29,5000,130689,E-Wallet,2200
PLN107952,Yuli Wijaya,Jl. Raya Yogyakarta No.894,Yogyakarta,Yogyakarta,900 VA (non-subsidi),294392,294570,178,1352.0,240656,February,2024,Lunas,2024-02-04,2024-02-11 00:00:00,2024-02-24,0,240656,Indomaret,900_nonsubsidi
PLN107953,Ika Kurniawan,Jl. Raya Yogyakarta No.109,Yogyakarta,Yogyakarta,1300 VA,225858,226117,259,1444.7,374177,July,2023,Lunas,2023-07-23,2023-08-06 00:00:00,2023-08-12,0,374177,Transfer Bank,1300
PLN107954,Budi Saputra,Jl. Raya Sibolga No.778,Sibolga,Sumatera Utara,3500 VA,130449,130732,283,1699.53,480967,May,2025,Belum Bayar,2025-05-20,BELUM BAYAR,2025-06-09,115432,596399,BELUM BAYAR,3500_5500
